"","subject","activity","mean"
"169","8",1,0.27468631
"170","8",2,0.258880152048781
"171","8",3,0.283484089210526
"172","8",4,0.267491472934783
"173","8",5,0.279620986111111
"174","8",6,0.261254282907407
"175","9",1,0.278502842115385
"176","9",2,0.262436475714286
"177","9",3,0.295923445
"178","9",4,0.24832674354
"179","9",5,0.282310057333333
"180","9",6,0.2591955368
"181","1",1,-0.0173838185273684
"182","1",2,-0.0239531492643396
"183","1",3,-0.00991850461020408
"184","1",4,-0.00130828765170213
"185","1",5,-0.0161375901037736
"186","1",6,-0.0405139534294
"187","10",1,-0.017022351190566
"188","10",2,-0.0143854920340426
"189","10",3,-0.0200050770710526
"190","10",4,-0.015042681852037
"191","10",5,-0.0155418603409091
"192","10",6,-0.024294484137931
"193","11",1,-0.0166475833623729
"194","11",2,-0.0303157822055556
"195","11",3,-0.0178097721219565
"196","11",4,-0.0149195616754717
"197","11",5,-0.0171990886595745
"198","11",6,-0.0176598052315789
"199","12",1,-0.015560927606
"200","12",2,-0.0263574903403846
"201","12",3,-0.018084266865793
"202","12",4,-0.0157892988523529
"203","12",5,-0.0169002543196721
"204","12",6,-0.0175203917146667
"205","13",1,-0.0185660651947368
"206","13",2,-0.0277392253910909
"207","13",3,-0.0143723839108511
"208","13",4,-0.00587732936326531
"209","13",5,-0.0167891993964912
"210","13",6,-0.020440454366129
"211","14",1,-0.0217785380966102
"212","14",2,-0.0204388180024074
"213","14",3,-0.0200141413657778
"214","14",4,-0.00870565463888888
"215","14",5,-0.01520781344
"216","14",6,-0.0113424652490196
"217","15",1,-0.0170809740090741
"218","15",2,-0.0287523860708333
"219","15",3,-0.00563047804309524
"220","15",4,-0.0117188472271186
"221","15",5,-0.0183516360396226
"222","15",6,-0.0166296542054167
"223","16",1,-0.0204286929452941
"224","16",2,-0.0143654945011765
"225","16",3,-0.0183898583787234
"226","16",4,-0.0102497939956522
"227","16",5,-0.0165999672935897
"228","16",6,-0.0166103510562857
"229","17",1,-0.0184875403339344
"230","17",2,-0.0228645614308333
"231","17",3,-0.0167359404347826
"232","17",4,-0.014156274084375
"233","17",5,-0.0174120064169231
"234","17",6,-0.0168462006729577
"235","18",1,-0.0178023631866071
"236","18",2,-0.0222060684378914
"237","18",3,-0.0168666920221818
"238","18",4,-0.0128691279736842
"239","18",5,-0.0166353518150685
"240","18",6,-0.0173937684615385
"241","19",1,-0.0191773587903846
"242","19",2,-0.0303986615775
"243","19",3,-0.0145942275069487
"244","19",4,-0.016739260030137
"245","19",5,-0.0154244056945206
"246","19",6,-0.0171426864421687
"247","2",1,-0.0185949199145763
"248","2",2,-0.0214121132045833
"249","2",3,-0.0226614158361702
"250","2",4,-0.0156879937282609
"251","2",5,-0.0184208270166667
"252","2",6,-0.0181587397583333
"253","20",1,-0.021199992245098
"254","20",2,-0.0282258047588235
"255","20",3,-0.00964120773155556
"256","20",4,-0.0147229305131818
"257","20",5,-0.0180695049161644
"258","20",6,-0.0144406281132353
"259","21",1,-0.0181610317526923
"260","21",2,-0.0237218695148936
"261","21",3,-0.0173195390157778
"262","21",4,-0.0144009705494118
"263","21",5,-0.0167084730205618
"264","21",6,-0.0184233048415556
"265","22",1,-0.0167213607957174
"266","22",2,-0.0268622561133333
"267","22",3,-0.0197999371686389
"268","22",4,-0.0123468446419355
"269","22",5,-0.0158563207496825
"270","22",6,-0.0142629864502778
"271","23",1,-0.0183618711932203
"272","23",2,-0.0323844029237255
"273","23",3,-0.0162111457238889
"274","23",4,-0.0133945015676471
"275","23",5,-0.0177475547867647
"276","23",6,-0.0216553835833333
"277","24",1,-0.0225446400534483
"278","24",2,-0.0251979434569492
"279","24",3,-0.0145730348310909
"280","24",4,-0.0131255097938235
"281","24",5,-0.0144785340348986
"282","24",6,-0.0173555210111111
"283","25",1,-0.0186477624716216
"284","25",2,-0.0269863524264615
"285","25",3,-0.0210170522987931
"286","25",4,-0.0147696808030769
"287","25",5,-0.0163569730274324
"288","25",6,-0.0188943663671233
"289","26",1,-0.0154259586949153
"290","26",2,-0.0281633797398182
"291","26",3,-0.01262580966778
"292","26",4,-0.00713364541358974
"293","26",5,-0.0166608306652703
"294","26",6,-0.0191895728026316
"295","27",1,-0.0166478783221912
"296","27",2,-0.0200953324078431
"297","27",3,-0.0135564467159091
"298","27",4,-0.0155269799285714
"299","27",5,-0.016593236445
"300","27",6,-0.0179867611216216
"301","28",1,-0.0156759722981482
"302","28",2,-0.0279443943478431
"303","28",3,-0.0220230465913044
"304","28",4,-0.0185404441258333
"305","28",5,-0.0172635124672152
"306","28",6,-0.0167537858225
"307","29",1,-0.0162915600588679
"308","29",2,-0.0299465312326531
"309","29",3,-0.01494121505625
"310","29",4,-0.016630680375
"311","29",5,-0.0172605869061538
"312","29",6,-0.0171965484202899
"313","3",1,-0.0171767844203448
"314","3",2,-0.0324109410555932
"315","3",3,-0.0193554079328571
"316","3",4,-0.00350299841730769
"317","3",5,-0.0143376555065574
"318","3",6,-0.0189556785048387
"319","30",1,-0.0175880385730769
"320","30",2,-0.0253311698786154
"321","30",3,-0.0174383900204839
"322","30",4,-0.0080473129532258
"323","30",5,-0.0170163887813559
"324","30",6,-0.0194494098614286
"325","4",1,-0.0148399475341667
"326","4",2,-0.0319804295729615
"327","4",3,-0.00980200850666667
"328","4",4,-0.007163065158
"329","4",5,-0.00948911098553571
"330","4",6,-0.0150031841055556
"331","5",1,-0.0172850317482679
"332","5",2,-0.0325269755153191
"333","5",3,-0.00850107533191489
"334","5",4,-0.00990083527045455
"335","5",5,-0.00700418554517857
"336","5",6,-0.0183042123269231
"337","6",1,-0.0168954189082456
"338","6",2,-0.0272425385070588
"339","6",3,-0.019536840063125
"340","6",4,-0.0145911615290909
"341","6",5,-0.0181236327175439
"342","6",6,-0.0102529170561404
"343","7",1,-0.018653665345614
"344","7",2,-0.0275639005607843
"345","7",3,-0.0166332372978723
"346","7",4,-0.01461097580375
"347","7",5,-0.0145740341037736
"348","7",6,-0.0204411516884615
"349","8",1,-0.0186628865310417
"350","8",2,-0.0282415136341463
"351","8",3,-0.0211058674973684
"352","8",4,-0.00672550621304348
"353","8",5,-0.0148113067148148
"354","8",6,-0.0212281733881481
"355","9",1,-0.0180891971284423
"356","9",2,-0.0195101099975714
"357","9",3,-0.0203994269075476
"358","9",4,-0.02701677698
"359","9",5,-0.0200454954022222
"360","9",6,-0.020526821662
"361","1",1,-0.111148103547368
"362","1",2,-0.0973020020943396
"363","1",3,-0.107566190908163
"364","1",4,-0.104544182255319
"365","1",5,-0.110601817735849
"366","1",6,-0.11320355358
"367","10",1,-0.109057512132076
"368","10",2,-0.118180420834043
"369","10",3,-0.110848597247368
"370","10",4,-0.104253238796296
"371","10",5,-0.107964083931818
"372","10",6,-0.117168642362069
"373","11",1,-0.106096304033898
"374","11",2,-0.106797216481481
"375","11",3,-0.111070149978261
"376","11",4,-0.112840218339623
"377","11",5,-0.108686630425532
"378","11",6,-0.108786578070175
"379","12",1,-0.10316110632
"380","12",2,-0.107339730115385
"381","12",3,-0.10955593226087
"382","12",4,-0.106307228960784
"383","12",5,-0.105526999754098
"384","12",6,-0.108160125666667
"385","13",1,-0.111431456192982
"386","13",2,-0.125767265890909
"387","13",3,-0.101993941531915
"388","13",4,-0.0972465110836735
"389","13",5,-0.112124137754386
"390","13",6,-0.104331864532258
"391","14",1,-0.106756369135593
"392","14",2,-0.112279688983333
"393","14",3,-0.0928330165533333
"394","14",4,-0.100401490425926
"395","14",5,-0.103817701790667
"396","14",6,-0.0868333315509804
"397","15",1,-0.107621819518518
"398","15",2,-0.116952464895833
"399","15",3,-0.110526066428571
"400","15",4,-0.11366125320339
"401","15",5,-0.105910832679245
"402","15",6,-0.118530240291667
"403","16",1,-0.108804049803922
"404","16",2,-0.124074517745098
"405","16",3,-0.119873705148936
"406","16",4,-0.0891404038405797
"407","16",5,-0.103657729076923
"408","16",6,-0.107310493242857
"409","17",1,-0.109792122032787
"410","17",2,-0.121290442104167
"411","17",3,-0.0892432745173913
"412","17",4,-0.11362408509375
"413","17",5,-0.111432145565
"414","17",6,-0.107006279704225
"415","18",1,-0.104218315464286
"416","18",2,-0.112655891327586
"417","18",3,-0.1033908092
"418","18",4,-0.111904775824561
"419","18",5,-0.108453355945206
"420","18",6,-0.107698927907692
"421","19",1,-0.122736673192308
"422","19",2,-0.151054607725
"423","19",3,-0.133695240660974
"424","19",4,-0.10870765430137
"425","19",5,-0.10904190460274
"426","19",6,-0.10898146186747
"427","2",1,-0.105500357966102
"428","2",2,-0.152513899520833
"429","2",3,-0.116812942382979
"430","2",4,-0.109218272456522
"431","2",5,-0.105908536055556
"432","2",6,-0.107245610416667
"433","20",1,-0.113539477098039
"434","20",2,-0.121023947784314
"435","20",3,-0.104602925937778
"436","20",4,-0.108369634515151
"437","20",5,-0.100402759931507
"438","20",6,-0.104274322538235
"439","21",1,-0.104319332403846
"440","21",2,-0.125414265340426
"441","21",3,-0.09816866218
"442","21",4,-0.112057887741176
"443","21",5,-0.110417855808989
"444","21",6,-0.103253832233333
"445","22",1,-0.107112510934783
"446","22",2,-0.117550861738095
"447","22",3,-0.1074157796
"448","22",4,-0.105827369516129
"449","22",5,-0.104967423820635
"450","22",6,-0.110800924652778
"451","23",1,-0.113382994084746
"452","23",2,-0.126890616782353
"453","23",3,-0.0988123712574074
"454","23",4,-0.103808679294118
"455","23",5,-0.1105970177575
"456","23",6,-0.104256776291667
"457","24",1,-0.110595952913793
"458","24",2,-0.114248610966102
"459","24",3,-0.104818820272727
"460","24",4,-0.103041061426471
"461","24",5,-0.108222553855072
"462","24",6,-0.107236237236111
"463","25",1,-0.108737636297297
"464","25",2,-0.126210440292308
"465","25",3,-0.107192376965517
"466","25",4,-0.109160440476923
"467","25",5,-0.107352957594595
"468","25",6,-0.100428830260274
"469","26",1,-0.108927011474576
"470","26",2,-0.121943461236364
"471","26",3,-0.1064396194
"472","26",4,-0.0974448692333333
"473","26",5,-0.110237796416216
"474","26",6,-0.105002540289474
"475","27",1,-0.112822289263158
"476","27",2,-0.123530438196078
"477","27",3,-0.112837694688636
"478","27",4,-0.105521912588571
"479","27",5,-0.107835818025
"480","27",6,-0.107699732837838
"481","28",1,-0.103714705396296
"482","28",2,-0.121514025692157
"483","28",3,-0.10858897408913
"484","28",4,-0.111517939555556
"485","28",5,-0.106579385202532
"486","28",6,-0.1083448529625
"487","29",1,-0.106632427301887
"488","29",2,-0.118000587840816
"489","29",3,-0.0981339984895833
"490","29",4,-0.1104118192
"491","29",5,-0.108659067476923
"492","29",6,-0.109462068173913
"493","3",1,-0.112674859827586
"494","3",2,-0.110064863437288
"495","3",3,-0.116139842908163
"496","3",4,-0.0983579203269231
"497","3",5,-0.101621722633148
"498","3",6,-0.101300477506452
"499","30",1,-0.0986247068969231
"500","30",2,-0.124697493775385
"501","30",3,-0.099978142232258
"502","30",4,-0.0995154461338709
"503","30",5,-0.108756209835593
"504","30",6,-0.1036581505
"505","4",1,-0.11140306485
"506","4",2,-0.114219455519231
"507","4",3,-0.1067775246
"508","4",4,-0.10587459588
"509","4",5,-0.0961574905535714
"510","4",6,-0.110688150314815
"511","5",1,-0.107741776464286
"512","5",2,-0.107471453914894
"513","5",3,-0.100319930659574
"514","5",4,-0.108540300265909
"515","5",5,-0.102171095696429
"516","5",6,-0.107937603673077
"517","6",1,-0.110303165877193
"518","6",2,-0.122082438784314
"519","6",3,-0.107209356208333
"520","6",4,-0.110127728709091
"521","6",5,-0.112172831947368
"522","6",6,-0.133119570368421
"523","7",1,-0.110912234947368
"524","7",2,-0.143769688803922
"525","7",3,-0.0969383085872341
"526","7",4,-0.122464597625
"527","7",5,-0.0997778303207547
"528","7",6,-0.101361036576923
"529","8",1,-0.107252090833333
"530","8",2,-0.11512211995122
"531","8",3,-0.107598135394737
"532","8",4,-0.104461049130435
"533","8",5,-0.106114996837037
"534","8",6,-0.102245365611111
"535","9",1,-0.110820512307692
"536","9",2,-0.125219003959184
"537","9",3,-0.0910278793952381
"538","9",4,-0.07537846886
"539","9",5,-0.0952747481333333
"540","9",6,-0.10754972144
"541","1",1,-0.283740258842105
"542","1",2,-0.35470802509434
"543","1",3,0.0300353383483878
"544","1",4,-0.977229008297872
"545","1",5,-0.995759901509434
"546","1",6,-0.9280564692
"547","10",1,-0.178709734396226
"548","10",2,-0.161591924234043
"549","10",3,0.295733547631579
"550","10",4,-0.982901825925926
"551","10",5,-0.978403481818182
"552","10",6,-0.968283685
"553","11",1,-0.422842071864407
"554","11",2,-0.238802959018518
"555","11",3,0.142456557034783
"556","11",4,-0.982796562075472
"557","11",5,-0.994978878723404
"558","11",6,-0.98477733
"559","12",1,-0.128898533096
"560","12",2,-0.290149192307692
"561","12",3,0.0424084916086956
"562","12",4,-0.982568781960784
"563","12",5,-0.981243992459016
"564","12",6,-0.95531868
"565","13",1,-0.346980394210526
"566","13",2,-0.296284597454545
"567","13",3,-0.0681563626617021
"568","13",4,-0.989546275306122
"569","13",5,-0.991020759298246
"570","13",6,-0.968891989354839
"571","14",1,-0.402639098135593
"572","14",2,-0.309396717592593
"573","14",3,0.0178313402266667
"574","14",4,-0.976302248148148
"575","14",5,-0.973268905
"576","14",6,-0.917501887333333
"577","15",1,-0.327961801111111
"578","15",2,-0.0260971840270833
"579","15",3,0.406471051190476
"580","15",4,-0.987084356101695
"581","15",5,-0.988949247358491
"582","15",6,-0.972255551527777
"583","16",1,-0.404692523921569
"584","16",2,-0.397083831568627
"585","16",3,0.207251997929787
"586","16",4,-0.986825605362319
"587","16",5,-0.989076811794872
"588","16",6,-0.973691429428571
"589","17",1,-0.31950017295082
"590","17",2,-0.062952754100625
"591","17",3,0.187719760269565
"592","17",4,-0.9944439053125
"593","17",5,-0.991163919871795
"594","17",6,-0.972960567323944
"595","18",1,-0.37600552125
"596","18",2,-0.380168286724138
"597","18",3,-0.302634565090909
"598","18",4,-0.994347988596491
"599","18",5,-0.992019762739726
"600","18",6,-0.984527649230769
"601","19",1,-0.0489049407963461
"602","19",2,-0.1287420952375
"603","19",3,0.62691707051282
"604","19",4,-0.976357663013698
"605","19",5,-0.989910996849315
"606","19",6,-0.965019579518072
"607","2",1,-0.423642838474576
"608","2",2,-0.304376406458333
"609","2",3,0.0463666814446809
"610","2",4,-0.986822279565217
"611","2",5,-0.987271889259259
"612","2",6,-0.974059464791667
"613","20",1,-0.208342792019608
"614","20",2,-0.116088676011765
"615","20",3,0.0745098785288889
"616","20",4,-0.983081858939394
"617","20",5,-0.967209961232877
"618","20",6,-0.962249114705882
"619","21",1,-0.297814843538462
"620","21",2,-0.240808282276596
"621","21",3,0.224343492244444
"622","21",4,-0.991777287176471
"623","21",5,-0.981419961123596
"624","21",6,-0.955019866222222
"625","22",1,-0.00865921919565217
"626","22",2,0.0835738640921429
"627","22",3,0.348618168333333
"628","22",4,-0.978466823709678
"629","22",5,-0.985000527142857
"630","22",6,-0.947735251944444
"631","23",1,-0.313521773389831
"632","23",2,-0.243887818513726
"633","23",3,0.0441392843425926
"634","23",4,-0.987607636617647
"635","23",5,-0.985421519558823
"636","23",6,-0.956756363194444
"637","24",1,-0.47076236637931
"638","24",2,-0.344399351355932
"639","24",3,-0.08273248054
"640","24",4,-0.990593766617647
"641","24",5,-0.98725587115942
"642","24",6,-0.967984021111111
"643","25",1,-0.596007443513514
"644","25",2,-0.459775646153846
"645","25",3,-0.253756934258621
"646","25",4,-0.991892828615385
"647","25",5,-0.991970126756757
"648","25",6,-0.909116474109589
"649","26",1,-0.340185527559322
"650","26",2,-0.169006952418182
"651","26",3,0.17395384962
"652","26",4,-0.979768987948718
"653","26",5,-0.993069368783784
"654","26",6,-0.969445445263158
"655","27",1,-0.348475560526316
"656","27",2,-0.295439547254902
"657","27",3,0.167407531090909
"658","27",4,-0.988580107714286
"659","27",5,-0.991951583499999
"660","27",6,-0.978455153108108
"661","28",1,-0.293003522222222
"662","28",2,-0.242062430294118
"663","28",3,0.125712887943478
"664","28",4,-0.983272806805556
"665","28",5,-0.977748638607595
"666","28",6,-0.9688882955
"667","29",1,-0.174337940226415
"668","29",2,-0.0867715569693878
"669","29",3,0.167383602458333
"670","29",4,-0.9907450195
"671","29",5,-0.996068635384615
"672","29",6,-0.984219555507246
"673","3",1,-0.360356726034483
"674","3",2,-0.313123437627119
"675","3",3,-0.0574100475102041
"676","3",4,-0.971010120961538
"677","3",5,-0.96674254295082
"678","3",6,-0.982776639193548
"679","30",1,-0.346394275230769
"680","30",2,-0.350504475230769
"681","30",3,-0.0577703163548387
"682","30",4,-0.983622744193548
"683","30",5,-0.977559426949152
"684","30",6,-0.976362515428571
"685","4",1,-0.440829971333334
"686","4",2,-0.204933042903846
"687","4",3,0.0111935496222222
"688","4",4,-0.980309931
"689","4",5,-0.97692058
"690","4",6,-0.954193738888889
"691","5",1,-0.294098534232143
"692","5",2,-0.0457237779851064
"693","5",3,0.275046110468085
"694","5",4,-0.980945022045455
"695","5",5,-0.968591815714285
"696","5",6,-0.965934509615385
"697","6",1,-0.296538717368421
"698","6",2,-0.0501350188513725
"699","6",3,0.383681639791667
"700","6",4,-0.980164933636364
"701","6",5,-0.981758159649123
"702","6",6,-0.934049422052632
"703","7",1,-0.327243240701754
"704","7",2,-0.29487297445098
"705","7",3,0.0660815600978723
"706","7",4,-0.972668374583333
"707","7",5,-0.979307570377358
"708","7",6,-0.93651361
"709","8",1,-0.173605736002083
"710","8",2,-0.171712174634146
"711","8",3,0.0241393473736842
"712","8",4,-0.979026152391305
"713","8",5,-0.988815418148148
"714","8",6,-0.94304121537037
"715","9",1,-0.238353562692308
"716","9",2,-0.361444377551021
"717","9",3,0.213392270547619
"718","9",4,-0.9572277914
"719","9",5,-0.975741252444445
"720","9",6,-0.94233309
"721","1",1,0.114461336747368
"722","1",2,-0.00232026501698114
"723","1",3,-0.0319359434489796
"724","1",4,-0.922618641914893
"725","1",5,-0.973190056415094
"726","1",6,-0.83682740562
"727","10",1,-0.0227431651698113
"728","10",2,-0.00555287692765956
"729","10",3,0.00407915363157894
"730","10",4,-0.917979529962963
"731","10",5,-0.919561843409091
"732","10",6,-0.946454302068966
"733","11",1,-0.0522120750440678
"734","11",2,-0.103167501868519
"735","11",3,0.0708122725543478
"736","11",4,-0.921402118113208
"737","11",5,-0.964173331702128
"738","11",6,-0.972196873859649
"739","12",1,-0.122783290008
"740","12",2,-0.103818259823077
"741","12",3,0.11083534373913
"742","12",4,-0.92858124
"743","12",5,-0.923140254098361
"744","12",6,-0.949072009333333
"745","13",1,0.141866689392982
"746","13",2,0.104470773801818
"747","13",3,-0.03212524665
"748","13",4,-0.938967741632653
"749","13",5,-0.949422439473684
"750","13",6,-0.950947949516129
"751","14",1,-0.0536126686650847
"752","14",2,0.307195533
"753","14",3,0.378870491755556
"754","14",4,-0.914935703907407
"755","14",5,-0.928525725333333
"756","14",6,-0.909697040980392
"757","15",1,0.138912923691296
"758","15",2,-0.00406536043541667
"759","15",3,0.186532377428571
"760","15",4,-0.922407162881356
"761","15",5,-0.931900148301887
"762","15",6,-0.962759422361111
"763","16",1,-0.314569762352941
"764","16",2,-0.163732745078431
"765","16",3,-0.146993837655319
"766","16",4,-0.951607872463768
"767","16",5,-0.960298267692308
"768","16",6,-0.943061150285714
"769","17",1,-0.0175797885542623
"770","17",2,-0.0131721014395834
"771","17",3,-0.0607892037384783
"772","17",4,-0.96185862984375
"773","17",5,-0.968176663717949
"774","17",6,-0.944792875211267
"775","18",1,-0.227005874892857
"776","18",2,-0.211155120224138
"777","18",3,-0.254214045818182
"778","18",4,-0.974928131052632
"779","18",5,-0.95422343630137
"780","18",6,-0.986160920923077
"781","19",1,0.181801561185577
"782","19",2,0.176349922525
"783","19",3,0.514816445641026
"784","19",4,-0.950388943972603
"785","19",5,-0.944430270684931
"786","19",6,-0.973449968554217
"787","2",1,-0.0780912533118644
"788","2",2,0.108027279889583
"789","2",3,0.262881788951064
"790","2",4,-0.950704499130435
"791","2",5,-0.957304989259259
"792","2",6,-0.98027739875
"793","20",1,0.489771808627451
"794","20",2,0.15219632835098
"795","20",3,0.616937015333333
"796","20",4,-0.93612270469697
"797","20",5,-0.87541041109589
"798","20",6,-0.964098180294117
"799","21",1,0.0540880509209615
"800","21",2,0.109787469104255
"801","21",3,0.301336399711111
"802","21",4,-0.966877560941176
"803","21",5,-0.943601625393259
"804","21",6,-0.956959422222222
"805","22",1,0.100384246321739
"806","22",2,0.250067523738095
"807","22",3,0.239812250944444
"808","22",4,-0.928059133795645
"809","22",5,-0.922693288412698
"810","22",6,-0.913276301666667
"811","23",1,-0.119020586510678
"812","23",2,0.0448435785868627
"813","23",3,0.10825903416963
"814","23",4,-0.934933559264706
"815","23",5,-0.9584444925
"816","23",6,-0.976309827361111
"817","24",1,-0.154127498163793
"818","24",2,-0.116804488966102
"819","24",3,-0.102607326783636
"820","24",4,-0.956255962058824
"821","24",5,-0.936871974347826
"822","24",6,-0.983126461944444
"823","25",1,-0.161852411581081
"824","25",2,-0.223086808769231
"825","25",3,-0.14054060387069
"826","25",4,-0.947457617061539
"827","25",5,-0.954569225945946
"828","25",6,-0.691770680561644
"829","26",1,-0.136351391645763
"830","26",2,-0.0491726302763636
"831","26",3,-0.011629910112
"832","26",4,-0.94079896551282
"833","26",5,-0.949466155405406
"834","26",6,-0.983231351842105
"835","27",1,-0.187301214964912
"836","27",2,-0.0950104077
"837","27",3,-0.0979710029522727
"838","27",4,-0.971579125714286
"839","27",5,-0.955171419
"840","27",6,-0.983736043783783
"841","28",1,-0.117886186425926
"842","28",2,-0.146753877035294
"843","28",3,0.156496646504348
"844","28",4,-0.939905244861111
"845","28",5,-0.875689216835443
"846","28",6,-0.945386780375
"847","29",1,-0.0917540612869811
"848","29",2,-0.122128287642857
"849","29",3,-0.12246346700625
"850","29",4,-0.963222497833333
"851","29",5,-0.969295721076923
"852","29",6,-0.990240946666667
"853","3",1,-0.0699140652103448
"854","3",2,0.0116280813372881
"855","3",3,-0.0331503723387755
"856","3",4,-0.856617812115384
"857","3",5,-0.893449307213115
"858","3",6,-0.962057544516129
"859","30",1,-0.173550021692308
"860","30",2,-0.127311157607692
"861","30",3,-0.0272628077709677
"862","30",4,-0.937857000806452
"863","30",5,-0.891654527118644
"864","30",6,-0.954201823857142
"865","4",1,-0.0788267367683334
"866","4",2,-0.0666899105180769
"867","4",3,-0.21859832499
"868","4",4,-0.89022398108
"869","4",5,-0.86159737875
"870","4",6,-0.941714042407408
"871","5",1,0.0767484028053571
"872","5",2,0.185022459476596
"873","5",3,0.0907630761042553
"874","5",4,-0.904335121022727
"875","5",5,-0.869439913392857
"876","5",6,-0.969295613269231
"877","6",1,0.164213884996491
"878","6",2,0.189276117327451
"879","6",3,0.360164958768542
"880","6",4,-0.923682131090909
